,EC,FC,HP_EHR
T7587,4.799,23.1,2.053
T7588,4.799,23.1,2.053
T7589,4.86,23.1,2.053
T7590,4.829,23.1,2.053
T7591,4.822,23.1,2.053
T7592,4.852,23.1,2.053
T7593,4.822,23.1,2.053
T7594,4.73,23.1,2.053
T7595,4.73,23.1,2.053
T7596,4.685,23.1,2.053
T7597,4.662,23.1,2.053
T7598,4.654,23.1,2.053
T7599,4.669,23.1,2.053
T7600,4.7,23.1,2.053
T7601,4.738,23.1,2.053
T7602,4.768,23.1,2.053
T7603,4.776,23.1,2.053
T7604,4.768,23.1,2.053
T7605,4.7,23.1,2.053
T7606,4.723,23.1,2.053
T7607,4.723,23.1,2.053
T7608,4.723,23.1,2.053
T7609,4.73,23.1,2.053
T7610,4.715,23.1,2.053
T7611,4.723,23.1,2.053
T7612,4.715,23.1,2.053
T7613,4.715,23.1,2.053
T7614,4.7,23.1,2.053
T7615,4.692,23.1,2.053
T7616,4.7,23.1,2.053
T7617,4.723,23.1,2.053
T7618,4.692,23.1,2.053
T7619,4.669,23.1,2.053
T7620,4.662,23.1,2.053
T7621,4.662,23.1,2.053
T7622,4.624,23.1,2.053
T7623,4.669,23.1,2.053
T7624,4.738,23.1,2.053
T7625,4.807,23.1,2.053
T7626,4.799,23.1,2.053
T7627,4.784,23.1,2.053
T7628,4.776,23.1,2.053
T7629,4.685,23.1,2.053
T7630,4.669,23.1,2.053
T7631,4.639,23.1,2.053
T7632,4.608,23.1,2.053
T7633,4.593,23.1,2.053
T7634,4.586,23.1,2.053
T7635,4.586,23.1,2.053
T7636,4.586,23.1,2.053
T7637,4.593,23.1,2.053
T7638,4.601,23.1,2.053
T7639,4.601,23.1,2.053
T7640,4.593,23.1,2.053
T7641,4.593,23.1,2.053
T7642,4.586,23.1,2.053
T7643,4.563,23.1,2.053
T7644,4.532,23.1,2.053
T7645,4.517,23.1,2.053
T7646,4.532,23.1,2.053
T7647,4.563,23.1,2.053
T7648,4.563,23.1,2.053
T7649,4.563,23.1,2.053
T7650,4.586,23.1,2.053
T7651,4.586,23.1,2.053
T7652,4.563,23.1,2.053
T7653,4.547,23.1,2.053
T7654,4.54,23.1,2.053
T7655,4.54,23.1,2.053
T7656,4.547,23.1,2.053
T7657,4.547,23.1,2.053
T7658,4.563,23.1,2.053
T7659,4.578,23.1,2.053
T7660,4.631,23.1,2.053
T7661,4.639,23.1,2.053
T7662,4.662,23.1,2.053
T7663,4.677,23.1,2.053
T7664,4.692,23.1,2.053
T7665,4.73,23.1,2.053
T7666,4.692,23.1,2.053
T7667,4.654,23.1,2.053
T7668,4.624,23.1,2.053
T7669,4.601,23.1,2.053
T7670,4.586,23.1,2.053
T7671,4.608,23.1,2.053
T7672,4.616,23.1,2.053
T7673,4.624,23.1,2.053
T7674,4.647,23.1,2.053
T7675,4.647,23.1,2.053
T7676,4.654,23.1,2.053
T7677,4.647,23.1,2.053
T7678,4.631,23.1,2.053
T7679,4.608,23.1,2.053
T7680,4.608,23.1,2.053
T7681,4.608,23.1,2.053
T7682,4.677,23.1,2.053
T7683,4.707,23.1,2.053
T7684,4.723,23.1,2.053
T7685,4.7,23.1,2.053
T7686,4.7,23.1,2.053
T7687,4.7,23.1,2.053
T7688,4.73,23.1,2.053
T7689,4.746,23.1,2.053
T7690,4.723,23.1,2.053
T7691,4.723,23.1,2.053
T7692,4.715,23.1,2.053
T7693,4.692,23.1,2.053
T7694,4.677,23.1,2.053
T7695,4.639,23.1,2.053
T7696,4.616,23.1,2.053
T7697,4.578,23.1,2.053
T7698,4.54,23.1,2.053
T7699,4.517,23.1,2.053
T7700,4.532,23.1,2.053
T7701,4.532,23.1,2.053
T7702,4.547,23.1,2.053
T7703,4.563,23.1,2.053
T7704,4.547,23.1,2.053
T7705,4.547,23.1,2.053
T7706,4.555,23.1,2.053
T7707,4.57,23.1,2.053
T7708,4.57,23.1,2.053
T7709,4.57,23.1,2.053
T7710,4.563,23.1,2.053
T7711,4.547,23.1,2.053
T7712,4.547,23.1,2.053
T7713,4.54,23.1,2.053
T7714,4.532,23.1,2.053
T7715,4.54,23.1,2.053
T7716,4.547,23.1,2.053
T7717,4.57,23.1,2.053
T7718,4.586,23.1,2.053
T7719,4.593,23.1,2.053
T7720,4.601,23.1,2.053
T7721,4.593,23.1,2.053
T7722,4.593,23.1,2.053
T7723,4.601,23.1,2.053
T7724,4.654,23.1,2.053
T7725,4.7,23.1,2.053
T7726,4.7,23.1,2.053
T7727,4.685,23.1,2.053
T7728,4.662,23.1,2.053
T7729,4.616,23.1,2.053
T7730,4.593,23.1,2.053
T7731,4.586,23.1,2.053
T7732,4.563,23.1,2.053
T7733,4.639,23.1,2.053
T7734,4.7,23.1,2.053
T7735,4.738,23.1,2.053
T7736,4.746,23.1,2.053
T7737,4.746,23.1,2.053
T7738,4.707,23.1,2.053
T7739,4.669,23.1,2.032
T7740,4.677,23.1,2.032
T7741,4.723,23.1,2.032
T7742,4.883,23.1,2.032
T7743,4.898,23.1,2.032
T7744,4.906,23.1,2.032
T7745,4.967,23.1,2.032
T7746,4.982,23.1,2.032
T7747,5.028,23.1,2.032
T7748,5.05,23.1,2.032
T7749,5.073,23.1,2.032
T7750,5.081,23.1,2.032
T7751,5.119,23.1,2.032
T7752,5.157,23.1,2.032
T7753,5.134,23.1,2.032
T7754,5.081,23.1,2.032
T7755,5.119,23.1,2.032
T7756,5.127,23.1,2.032
T7757,5.233,23.1,2.032
T7758,5.462,23.1,2.032
T7759,5.302,23.1,2.032
T7760,5.249,23.1,2.032
T7761,5.195,23.1,2.032
T7762,5.096,23.1,2.032
T7763,4.974,23.1,2.032
T7764,4.906,23.1,2.032
T7765,4.898,23.1,2.032
T7766,4.898,23.1,2.032
T7767,4.936,23.1,2.032
T7768,5.005,23.1,2.032
T7769,5.096,23.1,2.032
T7770,5.18,23.1,2.032
T7771,5.119,23.1,2.032
T7772,5.157,23.1,2.032
T7773,5.165,23.1,2.032
T7774,5.21,23.1,2.032
T7775,5.073,23.1,2.032
T7776,5.05,23.1,2.032
T7777,5.028,23.1,2.032
T7778,5.005,23.1,2.032
T7779,4.974,23.1,2.032
T7780,4.959,23.1,2.032
T7781,4.967,23.1,2.032
T7782,4.967,23.1,2.032
T7783,4.982,23.1,2.032
T7784,4.997,23.1,2.032
T7785,4.997,23.1,2.032
T7786,4.989,23.1,2.032
T7787,4.997,23.1,2.032
T7788,4.989,23.1,2.032
T7789,4.974,23.1,2.032
T7790,4.967,23.1,2.032
T7791,4.944,23.1,2.032
T7792,4.921,23.1,2.032
T7793,4.868,23.1,2.032
T7794,4.814,23.1,2.032
T7795,4.784,23.1,2.032
T7796,4.761,23.1,2.032
T7797,4.73,23.1,2.032
T7798,4.723,23.1,2.032
T7799,4.707,23.1,2.032
T7800,4.692,23.1,2.032
T7801,4.707,23.1,2.032
T7802,4.723,23.1,2.032
T7803,4.784,23.1,2.032
T7804,4.784,23.1,2.032
T7805,4.799,23.1,2.032
T7806,4.784,23.1,2.032
T7807,4.807,23.1,2.032
T7808,4.89,23.1,2.032
T7809,4.845,23.1,2.032
T7810,4.837,23.1,2.032
T7811,4.784,23.1,2.032
T7812,4.738,23.1,2.032
T7813,4.715,23.1,2.032
T7814,4.723,23.1,2.032
T7815,4.738,23.1,2.032
T7816,4.776,23.1,2.032
T7817,4.784,23.1,2.032
T7818,4.829,23.1,2.032
T7819,4.829,23.1,2.032
T7820,4.845,23.1,2.032
T7821,4.875,23.1,2.032
T7822,4.898,23.1,2.032
T7823,4.906,23.1,2.032
T7824,4.906,23.1,2.032
T7825,4.898,23.1,2.032
T7826,4.898,23.1,2.032
T7827,4.921,23.1,2.032
T7828,4.936,23.1,2.032
T7829,4.936,23.1,2.032
T7830,4.944,23.1,2.032
T7831,4.974,23.1,2.032
T7832,4.997,23.1,2.032
T7833,5.012,23.1,2.032
T7834,4.967,23.1,2.032
T7835,4.875,23.1,2.032
T7836,4.799,23.1,2.032
T7837,4.761,23.1,2.032
T7838,4.761,23.1,2.032
T7839,4.784,23.1,2.032
T7840,4.822,23.1,2.032
T7841,4.883,23.1,2.032
T7842,4.944,23.1,2.032
T7843,4.967,23.1,2.032
T7844,4.936,23.1,2.032
T7845,4.928,23.1,2.032
T7846,4.936,23.1,2.032
T7847,4.921,23.1,2.032
T7848,4.898,23.1,2.032
T7849,4.89,23.1,2.032
T7850,4.875,23.1,2.032
T7851,4.845,23.1,2.032
T7852,4.852,23.1,2.032
T7853,4.852,23.1,2.032
T7854,4.86,23.1,2.032
T7855,4.86,23.1,2.032
T7856,4.898,23.1,2.032
T7857,4.883,23.1,2.032
T7858,4.875,23.1,2.032
T7859,4.86,23.1,2.032
T7860,4.829,23.1,2.032
T7861,4.822,23.1,2.032
T7862,4.807,23.1,2.032
T7863,4.799,23.1,2.032
T7864,4.784,23.1,2.032
T7865,4.768,23.1,2.032
T7866,4.761,23.1,2.032
T7867,4.753,23.1,2.032
T7868,4.753,23.1,2.032
T7869,4.768,23.1,2.032
T7870,4.784,23.1,2.032
T7871,4.784,23.1,2.032
T7872,4.791,23.1,2.032
T7873,4.807,23.1,2.032
T7874,4.822,23.1,2.032
T7875,4.868,23.1,2.032
T7876,4.913,23.1,2.032
T7877,5.005,23.1,2.032
T7878,5.096,23.1,2.032
T7879,5.043,23.1,2.032
T7880,4.944,23.1,2.032
T7881,4.944,23.1,2.032
T7882,4.928,23.1,2.032
T7883,4.883,23.1,2.032
T7884,4.829,23.1,2.032
T7885,4.868,23.1,2.032
T7886,4.898,23.1,2.032
T7887,4.906,23.1,2.032
T7888,4.944,23.1,2.009
T7889,5.005,23.1,2.009
T7890,5.012,23.1,2.009
T7891,5.035,23.1,2.009
T7892,5.028,23.1,2.009
T7893,5.035,23.1,2.009
T7894,5.035,23.1,2.009
T7895,5.005,23.1,2.009
T7896,4.989,23.1,2.009
T7897,4.967,23.1,2.009
T7898,4.944,23.1,2.009
T7899,4.936,23.1,2.009
T7900,4.951,23.1,2.009
T7901,4.898,23.1,2.009
T7902,4.875,23.1,2.009
T7903,4.875,23.1,2.009
T7904,4.875,23.1,2.009
T7905,4.852,23.1,2.009
T7906,4.829,23.1,2.009
T7907,4.822,23.1,2.009
T7908,4.768,23.1,2.009
T7909,4.723,23.1,2.009
T7910,4.723,23.1,2.009
T7911,4.738,23.1,2.009
T7912,4.776,23.1,2.009
T7913,4.829,23.1,2.009
T7914,4.875,23.1,2.009
T7915,4.921,23.1,2.009
T7916,4.997,23.1,2.009
T7917,4.89,23.1,2.009
T7918,4.967,23.1,2.009
T7919,5.035,23.1,2.009
T7920,5.096,23.1,2.009
T7921,5.172,23.1,2.009
T7922,5.188,23.1,2.009
T7923,5.302,23.1,2.009
T7924,5.309,23.1,2.009
T7925,5.302,23.1,2.009
T7926,5.309,23.1,2.009
T7927,5.264,23.1,2.009
T7928,5.416,23.1,2.009
T7929,5.439,23.1,2.009
T7930,5.294,23.1,2.009
T7931,5.104,23.1,2.009
T7932,5.035,23.1,2.009
T7933,5.165,23.1,2.009
T7934,5.188,23.1,2.009
T7935,5.157,23.1,2.009
T7936,5.172,23.1,2.009
T7937,5.195,23.1,2.009
T7938,5.226,23.1,2.009
T7939,5.203,23.1,2.009
T7940,5.271,23.1,2.009
T7941,5.309,23.1,2.009
T7942,5.309,23.1,2.009
T7943,5.325,23.1,2.009
T7944,5.34,23.1,2.009
T7945,5.34,23.1,2.009
T7946,5.401,23.1,2.009
T7947,5.424,23.1,2.009
T7948,5.409,23.1,2.009
T7949,5.431,23.1,2.009
T7950,5.462,23.1,2.009
T7951,5.462,23.1,2.009
T7952,5.454,23.1,2.009
T7953,5.439,23.1,2.009
T7954,5.424,23.1,2.009
T7955,5.401,23.1,2.009
T7956,5.386,23.1,2.009
T7957,5.332,23.1,2.009
T7958,5.271,23.1,2.009
T7959,5.249,23.1,2.009
T7960,5.264,23.1,2.009
T7961,5.256,23.1,2.009
T7962,5.256,23.1,2.009
T7963,5.249,23.1,2.009
T7964,5.249,23.1,2.009
T7965,5.287,23.1,2.009
T7966,5.325,23.1,2.009
T7967,5.317,23.1,2.009
T7968,5.287,23.1,2.009
T7969,5.279,23.1,2.009
T7970,5.294,23.1,2.009
T7971,5.302,23.1,2.009
T7972,5.302,23.1,2.009
T7973,5.325,23.1,2.009
T7974,5.309,23.1,2.009
T7975,5.287,23.1,2.009
T7976,5.294,23.1,2.009
T7977,5.317,23.1,2.009
T7978,5.332,23.1,2.009
T7979,5.348,23.1,2.009
T7980,5.34,23.1,2.009
T7981,5.325,23.1,2.009
T7982,5.317,23.1,2.009
T7983,5.34,23.1,2.009
T7984,5.355,23.1,2.009
T7985,5.363,23.1,2.009
T7986,5.386,23.1,2.009
T7987,5.409,23.1,2.009
T7988,5.409,23.1,2.009
T7989,5.401,23.1,2.009
T7990,5.409,23.1,2.009
T7991,5.416,23.1,2.009
T7992,5.424,23.1,2.009
T7993,5.416,23.1,2.009
T7994,5.416,23.1,2.009
T7995,5.409,23.1,2.009
T7996,5.386,23.1,2.009
T7997,5.431,23.1,2.009
T7998,5.431,23.1,2.009
T7999,5.401,23.1,2.009
T8000,5.378,23.1,2.009
T8001,5.355,23.1,2.009
T8002,5.332,23.1,2.009
T8003,5.309,23.1,2.009
T8004,5.271,23.1,2.009
T8005,5.264,23.1,2.009
T8006,5.256,23.1,2.009
T8007,5.249,23.1,2.009
T8008,5.226,23.1,2.009
T8009,5.188,23.1,2.009
T8010,5.157,23.1,2.009
T8011,5.165,23.1,2.009
T8012,5.142,23.1,2.009
T8013,5.119,23.1,2.009
T8014,5.127,23.1,2.009
T8015,5.134,23.1,2.009
T8016,5.157,23.1,2.009
T8017,5.157,23.1,2.009
T8018,5.134,23.1,2.009
T8019,5.127,23.1,2.009
T8020,5.127,23.1,2.009
T8021,5.119,23.1,2.009
T8022,5.119,23.1,2.009
T8023,5.111,23.1,2.009
T8024,5.104,23.1,2.009
T8025,5.096,23.1,2.009
T8026,5.088,23.1,2.009
T8027,5.081,23.1,2.009
T8028,5.058,23.1,2.009
T8029,5.035,23.1,2.009
T8030,5.012,23.1,2.009
T8031,5.012,23.1,2.009
T8032,5.02,23.1,2.009
T8033,5.035,23.1,2.009
T8034,5.043,23.1,2.009
T8035,5.05,23.1,2.009
T8036,5.104,23.1,2.009
T8037,5.104,23.1,2.009
T8038,5.088,23.1,2.009
T8039,5.088,23.1,2.009
T8040,5.043,23.1,2.009
T8041,5.028,23.1,2.009
T8042,5.043,23.1,2.009
T8043,5.043,23.1,2.009
T8044,5.043,23.1,1.989
T8045,5.028,23.1,1.989
T8046,5.05,23.1,1.989
T8047,5.035,23.1,1.989
T8048,5.043,23.1,1.989
T8049,5.058,23.1,1.989
T8050,5.05,23.1,1.989
T8051,5.05,23.1,1.989
T8052,5.043,23.1,1.989
T8053,5.028,23.1,1.989
T8054,5.028,23.1,1.989
T8055,5.012,23.1,1.989
T8056,5.02,23.1,1.989
T8057,5.043,23.1,1.989
T8058,5.05,23.1,1.989
T8059,5.05,23.1,1.989
T8060,5.043,23.1,1.989
T8061,5.066,23.1,1.989
T8062,5.111,23.1,1.989
T8063,5.142,23.1,1.989
T8064,5.157,23.1,1.989
T8065,5.149,23.1,1.989
T8066,5.149,23.1,1.989
T8067,5.157,23.1,1.989
T8068,5.18,23.1,1.989
T8069,5.241,23.1,1.989
T8070,5.287,23.1,1.989
T8071,5.279,23.1,1.989
T8072,5.302,23.1,1.989
T8073,5.309,23.1,1.989
T8074,5.302,23.1,1.989
T8075,5.325,23.1,1.989
T8076,5.348,23.1,1.989
T8077,5.348,23.1,1.989
T8078,5.317,23.1,1.989
T8079,5.294,23.1,1.989
T8080,5.294,23.1,1.989
T8081,5.332,23.1,1.989
T8082,5.34,23.1,1.989
T8083,5.317,23.1,1.989
T8084,5.287,23.1,1.989
T8085,5.264,23.1,1.989
T8086,5.249,23.1,1.989
T8087,5.249,23.1,1.989
T8088,5.241,23.1,1.989
T8089,5.226,23.1,1.989
T8090,5.21,23.1,1.989
T8091,5.203,23.1,1.989
T8092,5.203,23.1,1.989
T8093,5.203,23.1,1.989
T8094,5.203,23.1,1.989
T8095,5.18,23.1,1.989
T8096,5.18,23.1,1.989
T8097,5.226,23.1,1.989
T8098,5.172,23.1,1.989
T8099,5.134,23.1,1.989
T8100,5.111,23.1,1.989
T8101,5.104,23.1,1.989
T8102,5.088,23.1,1.989
T8103,5.073,23.1,1.989
T8104,5.066,23.1,1.989
T8105,5.05,23.1,1.989
T8106,5.005,23.1,1.989
T8107,4.997,23.1,1.989
T8108,5.035,23.1,1.989
T8109,5.073,23.1,1.989
T8110,5.066,23.1,1.989
T8111,5.073,23.1,1.989
T8112,5.05,23.1,1.989
T8113,5.035,23.1,1.989
T8114,5.028,23.1,1.989
T8115,5.088,23.1,1.989
T8116,5.111,23.1,1.989
T8117,5.066,23.1,1.989
T8118,5.012,23.1,1.989
T8119,4.982,23.1,1.989
T8120,5.012,23.1,1.989
T8121,5.02,23.1,1.989
T8122,4.997,23.1,1.989
T8123,4.967,23.1,1.989
T8124,4.921,23.1,1.989
T8125,4.906,23.1,1.989
T8126,4.906,23.1,1.989
T8127,4.906,23.1,1.989
T8128,4.951,23.1,1.989
T8129,4.982,23.1,1.989
T8130,5.028,23.1,1.989
T8131,5.05,23.1,1.989
T8132,5.088,23.1,1.989
T8133,5.088,23.1,1.989
T8134,5.088,23.1,1.989
T8135,5.088,23.1,1.989
T8136,5.111,23.1,1.989
T8137,5.142,23.1,1.989
T8138,5.104,23.1,1.989
T8139,5.043,23.1,1.989
T8140,5.035,23.1,1.989
T8141,5.043,23.1,1.989
T8142,5.104,23.1,1.989
T8143,5.066,23.1,1.989
T8144,5.028,23.1,1.989
T8145,5.02,23.1,1.989
T8146,4.989,23.1,1.989
T8147,4.928,23.1,1.989
T8148,4.883,23.1,1.989
T8149,4.807,23.1,1.989
T8150,4.799,23.1,1.989
T8151,4.807,23.1,1.989
T8152,4.822,23.1,1.989
T8153,4.829,23.1,1.989
T8154,4.822,23.1,1.989
T8155,4.807,23.1,1.989
T8156,4.791,23.1,1.989
T8157,4.791,23.1,1.989
T8158,4.784,23.1,1.989
T8159,4.784,23.1,1.989
T8160,4.822,23.1,1.989
T8161,4.837,23.1,1.989
T8162,4.845,23.1,1.989
T8163,4.852,23.1,1.989
T8164,4.875,23.1,1.989
T8165,4.898,23.1,1.989
T8166,4.906,23.1,1.989
T8167,4.913,23.1,1.989
T8168,4.921,23.1,1.989
T8169,4.944,23.1,1.989
T8170,4.936,23.1,1.989
T8171,4.898,23.1,1.989
T8172,4.883,23.1,1.989
T8173,4.906,23.1,1.989
T8174,4.921,23.1,1.989
T8175,4.921,23.1,1.989
T8176,4.921,23.1,1.989
T8177,4.921,23.1,1.989
T8178,4.913,23.1,1.989
T8179,4.921,23.1,1.989
T8180,4.913,23.1,1.989
T8181,4.898,23.1,1.989
T8182,4.898,23.1,1.989
T8183,4.906,23.1,1.989
T8184,4.913,23.1,1.989
T8185,4.913,23.1,1.989
T8186,4.921,23.1,1.989
T8187,4.936,23.1,1.989
T8188,4.989,23.1,1.989
T8189,4.967,23.1,1.989
T8190,4.967,23.1,1.989
T8191,4.974,23.1,1.989
T8192,4.982,23.1,1.989
T8193,4.989,23.1,1.989
T8194,4.982,23.1,1.989
T8195,4.982,23.1,1.989
T8196,4.989,23.1,1.989
T8197,5.005,23.1,1.989
T8198,5.012,23.1,1.989
T8199,5.02,23.1,1.989
T8200,5.02,23.1,1.989
T8201,5.02,23.1,1.989
T8202,5.02,23.1,1.989
T8203,5.028,23.1,1.989
T8204,5.035,23.1,1.989
T8205,5.035,23.1,1.989
T8206,5.035,23.1,1.989
T8207,5.043,23.1,1.989
T8208,5.058,23.1,1.989
T8209,5.066,23.1,1.989
T8210,5.058,23.1,1.989
T8211,5.05,23.1,1.989
T8212,5.043,23.1,1.989
T8213,5.043,23.1,1.989
T8214,5.058,23.1,1.989
T8215,5.05,23.1,1.989
T8216,5.043,23.1,1.989
T8217,5.043,23.1,1.989
T8218,5.035,23.1,1.989
T8219,5.081,23.1,1.989
T8220,5.081,23.1,1.989
T8221,5.066,23.1,1.989
T8222,5.043,23.1,1.989
T8223,5.035,23.1,1.989
T8224,5.043,23.1,1.989
T8225,5.043,23.1,1.989
T8226,5.043,23.1,1.989
T8227,5.05,23.1,1.989
T8228,5.066,23.1,1.989
T8229,5.081,23.1,1.989
T8230,5.088,23.1,1.989
T8231,5.096,23.1,1.989
T8232,5.127,23.1,1.989
T8233,5.142,23.1,1.989
T8234,5.157,23.1,1.989
T8235,5.165,23.1,1.989
T8236,5.18,23.1,1.989
T8237,5.172,23.1,1.989
T8238,5.165,23.1,1.989
T8239,5.188,23.1,1.989
T8240,5.165,23.1,1.989
T8241,5.18,23.1,1.989
T8242,5.218,23.1,1.989
T8243,5.226,23.1,1.989
T8244,5.218,23.1,1.989
T8245,5.203,23.1,1.989
T8246,5.203,23.1,1.989
T8247,5.188,23.1,1.989
T8248,5.21,23.1,1.989
T8249,5.21,23.1,1.989
T8250,5.218,23.1,1.989
T8251,5.226,23.1,1.989
T8252,5.218,23.1,1.989
T8253,5.226,23.1,1.989
T8254,5.233,23.1,1.989
T8255,5.233,23.1,1.989
T8256,5.233,23.1,1.989
T8257,5.256,23.1,1.989
T8258,5.271,23.1,1.989
T8259,5.271,23.1,1.989
T8260,5.256,23.1,1.989
T8261,5.256,23.1,1.989
T8262,5.241,23.1,1.989
T8263,5.233,23.1,1.989
T8264,5.233,23.1,1.989
T8265,5.249,23.1,1.989
T8266,5.256,23.1,1.989
T8267,5.241,23.1,1.989
T8268,5.241,23.1,1.989
T8269,5.241,23.1,1.989
T8270,5.256,23.1,1.989
T8271,5.249,23.1,1.989
T8272,5.249,23.1,1.989
T8273,5.256,23.1,1.989
T8274,5.256,23.1,1.989
T8275,5.256,23.1,1.989
T8276,5.241,23.1,1.989
T8277,5.226,23.1,1.989
T8278,5.203,23.1,1.989
T8279,5.188,23.1,1.989
T8280,5.172,23.1,1.989
T8281,5.165,23.1,1.989
T8282,5.149,23.1,1.989
T8283,5.134,23.1,1.989
T8284,5.149,23.1,1.989
T8285,5.127,23.1,1.989
T8286,5.081,23.1,1.989
T8287,5.081,23.1,1.989
T8288,5.081,23.1,1.989
T8289,5.058,23.1,1.989
T8290,5.035,23.1,1.989
T8291,5.028,23.1,1.989
T8292,5.035,23.1,1.989
T8293,5.035,23.1,1.989
T8294,5.05,23.1,1.989
T8295,5.058,23.1,1.989
T8296,5.073,23.1,1.989
T8297,5.066,23.1,1.989
T8298,5.058,23.1,1.989
T8299,5.043,23.1,1.989
T8300,5.043,23.1,1.989
T8301,5.043,23.1,1.989
T8302,5.035,23.1,1.989
T8303,5.035,23.1,1.989
T8304,5.028,23.1,1.989
T8305,5.035,23.1,1.989
T8306,5.058,23.1,1.989
T8307,5.058,23.1,1.989
T8308,5.058,23.1,1.989
T8309,5.05,23.1,1.989
T8310,5.035,23.1,1.989
T8311,5.073,23.1,1.989
T8312,5.058,23.1,1.989
T8313,5.043,23.1,1.989
T8314,5.028,23.1,1.989
T8315,5.028,23.1,1.989
T8316,5.02,23.1,1.989
T8317,5.02,23.1,1.989
T8318,5.02,23.1,1.989
T8319,5.012,23.1,1.989
T8320,5.012,23.1,1.989
T8321,5.005,23.1,1.989
T8322,5.028,23.1,1.989
T8323,5.035,23.1,1.989
T8324,5.028,23.1,1.989
T8325,5.028,23.1,1.989
T8326,5.035,23.1,1.989
T8327,5.043,23.1,1.989
T8328,5.043,23.1,1.989
T8329,5.088,23.1,1.989
T8330,5.127,23.1,1.989
T8331,5.165,23.1,1.989
T8332,5.111,23.1,1.989
T8333,5.104,23.1,1.989
T8334,5.111,23.1,1.989
T8335,5.088,23.1,1.989
T8336,5.058,23.1,1.989
T8337,5.043,23.1,1.989
T8338,5.035,23.1,1.989
T8339,5.035,23.1,1.989
T8340,5.028,23.1,1.989
T8341,5.035,23.1,1.989
T8342,5.02,23.1,1.989
T8343,4.997,23.1,1.989
T8344,4.989,23.1,1.989
T8345,4.997,23.1,1.989
T8346,4.974,23.1,1.989
T8347,4.951,23.1,1.989
T8348,4.936,23.1,1.989
T8349,4.921,23.1,1.989
T8350,4.913,23.1,1.989
T8351,4.906,23.1,1.989
T8352,4.898,23.1,1.989
T8353,4.89,23.1,1.989
T8354,4.883,23.1,1.989
T8355,4.875,23.1,1.989
T8356,4.868,23.1,1.989
T8357,4.86,23.1,1.989
T8358,4.868,23.1,1.989
T8359,4.875,23.1,1.989
T8360,4.898,23.1,1.989
T8361,4.906,23.1,1.989
T8362,4.921,23.1,1.989
T8363,4.921,23.1,1.989
T8364,4.921,23.1,1.989
T8365,4.921,23.1,1.989
T8366,4.928,23.1,1.989
T8367,4.936,23.1,1.989
T8368,4.936,23.1,1.989
T8369,4.921,23.1,1.989
T8370,4.921,23.1,1.989
T8371,4.913,23.1,1.989
T8372,4.913,23.1,1.989
T8373,4.921,23.1,1.989
T8374,4.913,23.1,1.989
T8375,4.89,23.1,1.989
T8376,4.875,23.1,1.989
T8377,4.951,23.1,1.989
T8378,4.982,23.1,1.989
T8379,4.951,23.1,1.989
T8380,4.928,23.1,1.989
T8381,4.913,23.1,1.989
T8382,4.898,23.1,1.989
T8383,4.89,23.1,1.989
T8384,4.913,23.1,1.989
T8385,4.936,23.1,1.989
T8386,4.913,23.1,1.989
T8387,4.837,23.1,1.989
T8388,4.845,23.1,1.989
T8389,4.845,23.1,1.989
T8390,4.829,23.1,1.989
T8391,4.86,23.1,1.989
T8392,4.944,23.1,1.989
T8393,5.081,23.1,1.989
T8394,5.043,23.1,1.989
T8395,4.921,23.1,1.989
T8396,4.898,23.1,1.97
T8397,4.898,23.1,1.97
T8398,4.936,23.1,1.97
T8399,4.936,23.1,1.97
T8400,4.951,23.1,1.97
T8401,4.959,23.1,1.97
T8402,4.967,23.1,1.97
T8403,4.951,23.1,1.97
T8404,4.944,23.1,1.97
T8405,4.936,23.1,1.97
T8406,4.921,23.1,1.97
T8407,4.906,23.1,1.97
T8408,4.898,23.1,1.97
T8409,4.89,23.1,1.97
T8410,4.898,23.1,1.97
T8411,4.913,23.1,1.97
T8412,4.906,23.1,1.97
T8413,4.906,23.1,1.97
T8414,4.906,23.1,1.97
T8415,4.913,23.1,1.97
T8416,4.928,23.1,1.97
T8417,4.913,23.1,1.97
T8418,4.913,23.1,1.97
T8419,4.89,23.1,1.97
T8420,4.89,23.1,1.97
T8421,4.883,23.1,1.97
T8422,4.875,23.1,1.97
T8423,4.86,23.1,1.97
T8424,4.868,23.1,1.97
T8425,4.875,23.1,1.97
T8426,4.868,23.1,1.97
T8427,4.868,23.1,1.97
T8428,4.883,23.1,1.97
T8429,4.906,23.1,1.97
T8430,4.883,23.1,1.97
T8431,4.883,23.1,1.97
T8432,4.883,23.1,1.97
T8433,4.898,23.1,1.97
T8434,4.883,23.1,1.97
T8435,4.875,23.1,1.97
T8436,4.86,23.1,1.97
T8437,4.86,23.1,1.97
T8438,4.852,23.1,1.97
T8439,4.898,23.1,1.97
T8440,4.921,23.1,1.97
T8441,4.936,23.1,1.97
T8442,4.906,23.1,1.97
T8443,4.883,23.1,1.97
T8444,4.883,23.1,1.97
T8445,4.906,23.1,1.97
T8446,4.951,23.1,1.97
T8447,4.989,23.1,1.97
T8448,4.974,23.1,1.97
T8449,4.951,23.1,1.97
T8450,4.951,23.1,1.97
T8451,4.959,23.1,1.97
T8452,4.959,23.1,1.97
T8453,4.989,23.1,1.97
T8454,4.982,23.1,1.97
T8455,4.974,23.1,1.97
T8456,4.982,23.1,1.97
T8457,5.005,23.1,1.97
T8458,4.989,23.1,1.97
T8459,4.974,23.1,1.97
T8460,5.043,23.1,1.97
